Artist,Recommendations
the fray,snow patrol: 0.2085|coldplay: 0.1871|lifehouse: 0.1778|the killers: 0.1637|onerepublic: 0.1549|the all-american rejects: 0.1439|john mayer: 0.1437|fall out boy: 0.1417|james morrison: 0.1417|keane: 0.1397
the future sound of london,orbital: 0.2059|autechre: 0.18|boards of canada: 0.1737|aphex twin: 0.1703|underworld: 0.1536|massive attack: 0.1467|plaid: 0.1362|amon tobin: 0.1293|brian eno: 0.1135|the chemical brothers: 0.112
the game,t.i.: 0.3715|50 cent: 0.3416|jay-z: 0.3374|snoop dogg: 0.3281|lil wayne: 0.3262|ludacris: 0.3224|nas: 0.308|2pac: 0.2925|ice cube: 0.2767|chamillionaire: 0.2705
the gathering,anathema: 0.1987|therion: 0.188|sirenia: 0.1808|theatre of tragedy: 0.1789|lacuna coil: 0.1757|paradise lost: 0.166|tristania: 0.1625|moonspell: 0.161|katatonia: 0.1592|after forever: 0.1534
the get up kids,saves the day: 0.2363|alkaline trio: 0.181|descendents: 0.1676|brand new: 0.1577|the weakerthans: 0.1522|dashboard confessional: 0.1407|the ataris: 0.1381|cursive: 0.1302|jimmy eat world: 0.1273|bright eyes: 0.1224
the go! team,architecture in helsinki: 0.1358|broken social scene: 0.1134|sufjan stevens: 0.1093|of montreal: 0.1064|clap your hands say yeah: 0.0998|the arcade fire: 0.0958|bloc party: 0.0957|belle and sebastian: 0.0931|m83: 0.0913|the shins: 0.0903
the gossip,klaxons: 0.1175|santogold: 0.1044|yeah yeah yeahs: 0.1035|cansei de ser sexy: 0.0981|peaches: 0.0951|kings of leon: 0.0787|crystal castles: 0.0769|the ting tings: 0.0766|arctic monkeys: 0.0741|arcade fire: 0.0721
the haunted,at the gates: 0.2129|dark tranquillity: 0.1948|lamb of god: 0.184|killswitch engage: 0.1738|soilwork: 0.1698|in flames: 0.1594|machine head: 0.1587|meshuggah: 0.1576|mastodon: 0.1382|pantera: 0.1336
the hellacopters,turbonegro: 0.1116|queens of the stone age: 0.0899|social distortion: 0.084|foo fighters: 0.0822|the hives: 0.08|millencolin: 0.0779|flogging molly: 0.076|ramones: 0.0752|mötley crüe: 0.0662|kent: 0.065
the herbaliser,dj krush: 0.2027|bonobo: 0.1926|amon tobin: 0.1895|mr. scruff: 0.1603|tosca: 0.1496|the cinematic orchestra: 0.1469|dj shadow: 0.1455|nightmares on wax: 0.1408|thievery corporation: 0.1401|jurassic 5: 0.1256
the hives,arctic monkeys: 0.1944|franz ferdinand: 0.1818|the strokes: 0.181|mando diao: 0.1703|the kooks: 0.1645|the white stripes: 0.1577|maxïmo park: 0.148|bloc party: 0.1479|kaiser chiefs: 0.1443|the killers: 0.1432
the hush sound,cobra starship: 0.182|motion city soundtrack: 0.1671|cute is what we aim for: 0.1229|tegan and sara: 0.1191|mae: 0.1181|say anything: 0.1176|the academy is...: 0.1166|fall out boy: 0.1066|taking back sunday: 0.1054|dashboard confessional: 0.1041
the jam,buzzcocks: 0.1525|the kinks: 0.1362|the stone roses: 0.1346|the smiths: 0.1302|the clash: 0.1252|the specials: 0.1244|joy division: 0.117|the who: 0.1163|david bowie: 0.1067|morrissey: 0.1046
the jesus and mary chain,my bloody valentine: 0.2516|joy division: 0.1688|sonic youth: 0.1683|the velvet underground: 0.1675|the smiths: 0.1526|primal scream: 0.1482|new order: 0.1476|the brian jonestown massacre: 0.1409|echo & the bunnymen: 0.1396|pixies: 0.1364
the jimi hendrix experience,cream: 0.2174|jimi hendrix: 0.212|led zeppelin: 0.1948|the doors: 0.163|the rolling stones: 0.158|the who: 0.1568|bob dylan: 0.1454|pink floyd: 0.1341|deep purple: 0.1321|creedence clearwater revival: 0.1242
the killers,coldplay: 0.3162|arctic monkeys: 0.2841|muse: 0.27|franz ferdinand: 0.268|kaiser chiefs: 0.2641|the kooks: 0.2573|bloc party: 0.2535|the strokes: 0.2479|snow patrol: 0.2397|keane: 0.2334
the kills,kings of leon: 0.1358|bloc party: 0.1168|the strokes: 0.1153|mgmt: 0.1144|the black keys: 0.114|arctic monkeys: 0.1139|black rebel motorcycle club: 0.1107|interpol: 0.1086|the raconteurs: 0.1073|klaxons: 0.1069
the kinks,the rolling stones: 0.2404|the velvet underground: 0.2085|the beatles: 0.1954|david bowie: 0.1905|the zombies: 0.1868|bob dylan: 0.1865|the who: 0.1799|the beach boys: 0.1775|neil young: 0.1644|simon & garfunkel: 0.1616
the knife,ladytron: 0.2115|hot chip: 0.2074|crystal castles: 0.1683|björk: 0.1671|cocorosie: 0.1639|air: 0.1631|röyksopp: 0.1552|goldfrapp: 0.155|radiohead: 0.1466|simian mobile disco: 0.1445
the kooks,arctic monkeys: 0.2992|razorlight: 0.2607|the killers: 0.2567|bloc party: 0.2388|maxïmo park: 0.2266|kaiser chiefs: 0.2212|the fratellis: 0.2208|the strokes: 0.22|coldplay: 0.2156|kings of leon: 0.2138
the last shadow puppets,arctic monkeys: 0.2118|the libertines: 0.197|the kooks: 0.1591|mgmt: 0.1454|babyshambles: 0.1409|the fratellis: 0.1349|maxïmo park: 0.13|the wombats: 0.1281|franz ferdinand: 0.1276|kaiser chiefs: 0.1267
the libertines,babyshambles: 0.3962|dirty pretty things: 0.2336|the strokes: 0.218|arctic monkeys: 0.2168|the last shadow puppets: 0.1949|the cribs: 0.1696|franz ferdinand: 0.1684|the kooks: 0.1658|klaxons: 0.1521|the fratellis: 0.1507
the magnetic fields,belle and sebastian: 0.2254|sufjan stevens: 0.2063|pavement: 0.1819|the mountain goats: 0.1668|yo la tengo: 0.1663|of montreal: 0.1656|animal collective: 0.1655|guided by voices: 0.1545|elliott smith: 0.1538|camera obscura: 0.1477
the mars volta,at the drive-in: 0.2381|tool: 0.1949|a perfect circle: 0.1593|dredg: 0.1566|queens of the stone age: 0.1353|the dillinger escape plan: 0.135|radiohead: 0.1343|deftones: 0.1315|muse: 0.1298|isis: 0.1245
the mountain goats,neutral milk hotel: 0.2202|the decemberists: 0.1849|okkervil river: 0.1828|andrew bird: 0.1747|belle and sebastian: 0.1697|iron & wine: 0.1694|the magnetic fields: 0.166|bonnie prince billy: 0.1653|the weakerthans: 0.165|sufjan stevens: 0.1621
the national,arcade fire: 0.2052|bon iver: 0.2035|okkervil river: 0.1781|sufjan stevens: 0.1714|andrew bird: 0.1705|beirut: 0.1694|interpol: 0.1692|animal collective: 0.1676|modest mouse: 0.1653|iron & wine: 0.1648
the new pornographers,spoon: 0.2202|stars: 0.2199|the shins: 0.214|the decemberists: 0.2055|of montreal: 0.1951|sufjan stevens: 0.1928|belle and sebastian: 0.1807|arcade fire: 0.1654|band of horses: 0.1598|iron & wine: 0.1587
the notwist,the whitest boy alive: 0.1103|the album leaf: 0.1087|radiohead: 0.1064|sigur rós: 0.1045|hot chip: 0.0999|bloc party: 0.096|death cab for cutie: 0.0954|beirut: 0.0952|broken social scene: 0.0891|mogwai: 0.0881
the offspring,green day: 0.2707|sum 41: 0.2336|system of a down: 0.2325|red hot chili peppers: 0.2084|blink-182: 0.206|papa roach: 0.1981|linkin park: 0.1977|nirvana: 0.1962|metallica: 0.1928|bad religion: 0.1842
the pigeon detectives,the wombats: 0.2977|the cribs: 0.2404|maxïmo park: 0.225|dirty pretty things: 0.2187|the fratellis: 0.2071|razorlight: 0.1971|the kooks: 0.1792|arctic monkeys: 0.1785|the subways: 0.1649|hard-fi: 0.1632
the pipettes,kate nash: 0.0854|pulp: 0.0852|maxïmo park: 0.0831|cansei de ser sexy: 0.0829|belle and sebastian: 0.0806|camera obscura: 0.0758|arctic monkeys: 0.0754|babyshambles: 0.0748|kaiser chiefs: 0.0735|the smiths: 0.0731
the pogues,the clash: 0.1358|the kinks: 0.1195|tom waits: 0.1176|bob dylan: 0.0937|flogging molly: 0.0916|david bowie: 0.0905|leonard cohen: 0.089|the rolling stones: 0.0853|ramones: 0.0853|johnny cash: 0.0836
the police,sting: 0.1472|eric clapton: 0.1418|queen: 0.1398|u2: 0.1397|the beatles: 0.1374|the rolling stones: 0.1299|dire straits: 0.1286|pink floyd: 0.1263|supertramp: 0.1231|led zeppelin: 0.122
the postal service,death cab for cutie: 0.2882|the shins: 0.2335|bright eyes: 0.1932|bloc party: 0.1738|modest mouse: 0.1724|the decemberists: 0.1718|rilo kiley: 0.1631|coldplay: 0.1629|radiohead: 0.1523|sufjan stevens: 0.1493
the presets,cut copy: 0.2773|hot chip: 0.1832|simian mobile disco: 0.1761|digitalism: 0.164|justice: 0.1599|crystal castles: 0.1418|mgmt: 0.1334|klaxons: 0.118|lcd soundsystem: 0.1166|daft punk: 0.116
the prodigy,the chemical brothers: 0.2492|pendulum: 0.229|fatboy slim: 0.1886|moby: 0.1806|faithless: 0.1779|the crystal method: 0.1766|massive attack: 0.172|koЯn: 0.1675|daft punk: 0.1627|rammstein: 0.1613
the pussycat dolls,rihanna: 0.3637|beyoncé: 0.3482|lady gaga: 0.3048|christina aguilera: 0.2918|britney spears: 0.2694|kelly clarkson: 0.2517|gwen stefani: 0.2414|jennifer lopez: 0.229|sugababes: 0.2249|nelly furtado: 0.2232
the raconteurs,the white stripes: 0.2206|the strokes: 0.1628|arctic monkeys: 0.1429|queens of the stone age: 0.1415|franz ferdinand: 0.1376|kings of leon: 0.1303|radiohead: 0.1286|the black keys: 0.1187|interpol: 0.1177|the kooks: 0.117
the radio dept.,slowdive: 0.1564|jens lekman: 0.152|m83: 0.1272|belle and sebastian: 0.1166|my bloody valentine: 0.1134|of montreal: 0.1128|shout out louds: 0.1112|phoenix: 0.106|cut copy: 0.1046|kings of convenience: 0.0996
the rapture,lcd soundsystem: 0.1658|death from above 1979: 0.1376|hot chip: 0.1327|cansei de ser sexy: 0.1299|klaxons: 0.128|the whitest boy alive: 0.125|simian mobile disco: 0.1233|cut copy: 0.1188|bloc party: 0.1148|the presets: 0.0977
the rasmus,him: 0.1467|evanescence: 0.1455|linkin park: 0.1263|avril lavigne: 0.1226|my chemical romance: 0.12|nightwish: 0.1187|simple plan: 0.1153|30 seconds to mars: 0.1129|good charlotte: 0.1124|t.a.t.u.: 0.1071
the raveonettes,camera obscura: 0.1091|the kills: 0.0987|pixies: 0.0892|the jesus and mary chain: 0.0885|my bloody valentine: 0.087|pj harvey: 0.081|belle and sebastian: 0.0803|interpol: 0.0791|joy division: 0.0781|sonic youth: 0.078
the rolling stones,bob dylan: 0.2863|the beatles: 0.2771|the who: 0.2637|led zeppelin: 0.2529|david bowie: 0.2488|the kinks: 0.2385|jimi hendrix: 0.2164|pink floyd: 0.2134|the doors: 0.2012|the velvet underground: 0.1971
the roots,common: 0.325|mos def: 0.3027|a tribe called quest: 0.2903|jay-z: 0.2547|nas: 0.2535|talib kweli: 0.2326|de la soul: 0.2284|outkast: 0.2115|gang starr: 0.2072|j dilla: 0.2038
the shins,death cab for cutie: 0.3039|modest mouse: 0.286|the decemberists: 0.2831|sufjan stevens: 0.2632|the postal service: 0.2327|belle and sebastian: 0.2294|elliott smith: 0.2289|iron & wine: 0.2281|radiohead: 0.2274|bright eyes: 0.2266
the sisters of mercy,bauhaus: 0.2396|siouxsie and the banshees: 0.2103|joy division: 0.1306|vnv nation: 0.1283|type o negative: 0.1199|dead can dance: 0.113|the cure: 0.1114|nick cave and the bad seeds: 0.1054|depeche mode: 0.1038|skinny puppy: 0.0954
the smashing pumpkins,radiohead: 0.2718|pearl jam: 0.213|nine inch nails: 0.2097|the cure: 0.2055|nirvana: 0.1976|foo fighters: 0.1969|placebo: 0.1708|muse: 0.168|coldplay: 0.1667|the beatles: 0.1647
the smiths,morrissey: 0.3082|the cure: 0.2514|joy division: 0.2347|david bowie: 0.2051|pixies: 0.204|new order: 0.1981|belle and sebastian: 0.1954|sonic youth: 0.1906|radiohead: 0.1892|the beatles: 0.1787
the sounds,the killers: 0.1187|the kooks: 0.1035|arctic monkeys: 0.0994|shiny toy guns: 0.0931|the ting tings: 0.0927|kent: 0.0906|metric: 0.0899|robyn: 0.0888|klaxons: 0.0858|tegan and sara: 0.0839
the specials,the clash: 0.186|madness: 0.1788|the jam: 0.1301|ramones: 0.0904|reel big fish: 0.0867|rancid: 0.0836|dead kennedys: 0.0781|bob marley & the wailers: 0.0724|otis redding: 0.0716|bad brains: 0.0711
the stone roses,the jam: 0.1311|new order: 0.1307|the smiths: 0.1269|the jesus and mary chain: 0.1256|the verve: 0.1185|my bloody valentine: 0.1176|blur: 0.113|morrissey: 0.1098|oasis: 0.1051|the velvet underground: 0.1027
the streets,dizzee rascal: 0.1863|gorillaz: 0.0968|kanye west: 0.0926|arctic monkeys: 0.088|the roots: 0.0863|nas: 0.0824|roots manuva: 0.0821|high contrast: 0.082|m.i.a.: 0.0807|jay-z: 0.0796
the strokes,arctic monkeys: 0.2815|bloc party: 0.2506|the killers: 0.2449|franz ferdinand: 0.2326|radiohead: 0.2304|interpol: 0.2264|the libertines: 0.218|the kooks: 0.2178|kings of leon: 0.2158|the white stripes: 0.2057
the subways,the kooks: 0.1739|the pigeon detectives: 0.1668|arctic monkeys: 0.1531|the wombats: 0.1474|kings of leon: 0.1353|bloc party: 0.1336|the hives: 0.1333|mando diao: 0.1323|dirty pretty things: 0.1308|billy talent: 0.1153
the ting tings,mgmt: 0.1704|lily allen: 0.1599|katy perry: 0.1413|kate nash: 0.1315|lady gaga: 0.1256|santogold: 0.1222|the pigeon detectives: 0.1214|coldplay: 0.1185|the killers: 0.118|kylie minogue: 0.115
the used,taking back sunday: 0.2342|my chemical romance: 0.2334|silverstein: 0.2211|escape the fate: 0.2035|senses fail: 0.2011|fall out boy: 0.1933|30 seconds to mars: 0.1888|funeral for a friend: 0.1883|story of the year: 0.1866|atreyu: 0.1791
the velvet underground,lou reed: 0.2494|sonic youth: 0.2311|bob dylan: 0.222|the kinks: 0.206|the rolling stones: 0.1963|pixies: 0.1937|david bowie: 0.1907|joy division: 0.1893|the beatles: 0.185|the doors: 0.1665
the veronicas,ashlee simpson: 0.1681|lady gaga: 0.163|kelly clarkson: 0.1628|miley cyrus: 0.1615|rihanna: 0.1473|paramore: 0.139|taylor swift: 0.1384|jordin sparks: 0.1379|hilary duff: 0.1353|britney spears: 0.1325
the verve,oasis: 0.1954|stereophonics: 0.1614|coldplay: 0.1561|travis: 0.1384|blur: 0.1321|keane: 0.1293|kasabian: 0.1247|radiohead: 0.1218|snow patrol: 0.1194|the stone roses: 0.1171
the vines,the strokes: 0.1215|the raconteurs: 0.1144|the hives: 0.1095|the libertines: 0.1092|the white stripes: 0.1088|black rebel motorcycle club: 0.1057|arctic monkeys: 0.0969|queens of the stone age: 0.0912|kasabian: 0.0899|foo fighters: 0.0874
the weakerthans,the mountain goats: 0.1671|the get up kids: 0.1487|bright eyes: 0.137|death cab for cutie: 0.1297|stars: 0.125|alkaline trio: 0.1167|saves the day: 0.1127|rilo kiley: 0.112|the decemberists: 0.1045|okkervil river: 0.098
the white stripes,radiohead: 0.2326|the raconteurs: 0.2225|the beatles: 0.2149|the strokes: 0.2063|nirvana: 0.2|arctic monkeys: 0.1995|queens of the stone age: 0.1917|franz ferdinand: 0.189|muse: 0.1885|red hot chili peppers: 0.1841
the whitest boy alive,kings of convenience: 0.2299|hot chip: 0.1634|cut copy: 0.1443|the rapture: 0.1256|feist: 0.1247|junior boys: 0.1233|mgmt: 0.118|josé gonzález: 0.1108|digitalism: 0.1106|the notwist: 0.1081
the who,the rolling stones: 0.2635|led zeppelin: 0.2362|the beatles: 0.2093|pink floyd: 0.1976|the doors: 0.1915|david bowie: 0.1911|queen: 0.1836|cream: 0.18|the kinks: 0.1784|jimi hendrix: 0.1753
the wombats,the pigeon detectives: 0.298|maxïmo park: 0.2251|the kooks: 0.188|arctic monkeys: 0.1681|bloc party: 0.1638|the cribs: 0.1592|the subways: 0.1459|the fratellis: 0.1421|the hives: 0.1411|editors: 0.1398
the zombies,the kinks: 0.1939|the byrds: 0.165|the beach boys: 0.1291|david bowie: 0.1108|the velvet underground: 0.1045|t. rex: 0.1027|nick drake: 0.1002|the magnetic fields: 0.0993|animal collective: 0.0864|john lennon: 0.0825
theatre of tragedy,tristania: 0.2818|lacuna coil: 0.2351|sirenia: 0.2261|the gathering: 0.1817|epica: 0.1793|moonspell: 0.1723|therion: 0.172|after forever: 0.1556|nightwish: 0.1475|tarja turunen: 0.1451
therion,haggard: 0.2269|blind guardian: 0.2017|tristania: 0.1952|sirenia: 0.1937|epica: 0.1907|nightwish: 0.1902|the gathering: 0.1881|moonspell: 0.1794|ayreon: 0.172|sonata arctica: 0.1712
they might be giants,barenaked ladies: 0.1749|cake: 0.1465|the beatles: 0.113|talking heads: 0.1091|david bowie: 0.1084|pixies: 0.1065|r.e.m.: 0.0972|the magnetic fields: 0.0949|the smiths: 0.0921|beck: 0.0906
thievery corporation,tosca: 0.2761|bonobo: 0.2735|massive attack: 0.2419|de-phazz: 0.2415|nightmares on wax: 0.2246|zero 7: 0.2014|air: 0.197|morcheeba: 0.1894|st. germain: 0.1885|röyksopp: 0.1786
thin lizzy,kiss: 0.1412|judas priest: 0.1293|van halen: 0.1216|rainbow: 0.1154|black sabbath: 0.1069|deep purple: 0.1064|lynyrd skynyrd: 0.1043|mötley crüe: 0.0988|skid row: 0.095|aerosmith: 0.0937
third eye blind,brand new: 0.1061|jimmy eat world: 0.1054|something corporate: 0.104|goo goo dolls: 0.0986|matchbox twenty: 0.0979|blink-182: 0.0934|incubus: 0.0891|foo fighters: 0.0889|counting crows: 0.086|motion city soundtrack: 0.0831
thom yorke,radiohead: 0.1488|björk: 0.1328|portishead: 0.1297|sigur rós: 0.1285|interpol: 0.1199|modest mouse: 0.1019|beck: 0.1013|arcade fire: 0.1006|beirut: 0.0989|aphex twin: 0.0985
thomas newman,hans zimmer: 0.1697|john williams: 0.1428|clint mansell: 0.0986|howard shore: 0.0959|coldplay: 0.0904|danny elfman: 0.0843|massive attack: 0.0781|moby: 0.0727|soundtrack: 0.0714|ennio morricone: 0.0712
three days grace,breaking benjamin: 0.2893|papa roach: 0.2142|30 seconds to mars: 0.2042|3 doors down: 0.1746|seether: 0.1712|disturbed: 0.17|skillet: 0.1695|linkin park: 0.1691|nickelback: 0.1661|bullet for my valentine: 0.1597
thrice,thursday: 0.2156|underoath: 0.1889|alexisonfire: 0.1874|finch: 0.1759|brand new: 0.1711|taking back sunday: 0.1696|funeral for a friend: 0.1683|chiodos: 0.1631|a day to remember: 0.1601|rise against: 0.1573
thursday,thrice: 0.2194|taking back sunday: 0.191|brand new: 0.1806|senses fail: 0.1716|alexisonfire: 0.1713|coheed and cambria: 0.1529|underoath: 0.1442|alkaline trio: 0.144|circa survive: 0.1376|the blood brothers: 0.1364
tiamat,moonspell: 0.2773|paradise lost: 0.2236|samael: 0.2145|anathema: 0.1783|my dying bride: 0.1783|katatonia: 0.173|amorphis: 0.1614|the gathering: 0.1449|pain: 0.1219|sentenced: 0.1216
timbaland,justin timberlake: 0.2867|rihanna: 0.266|kanye west: 0.2173|nelly furtado: 0.2055|50 cent: 0.181|chris brown: 0.1703|t.i.: 0.1663|fergie: 0.16|beyoncé: 0.1564|akon: 0.1557
tiësto,armin van buuren: 0.3761|atb: 0.3502|ferry corsten: 0.2956|paul van dyk: 0.2946|above & beyond: 0.2652|chicane: 0.2248|blank & jones: 0.2227|scooter: 0.1874|david guetta: 0.1795|paul oakenfold: 0.1604
tokyo police club,vampire weekend: 0.1433|foals: 0.1373|mgmt: 0.1339|stars: 0.13|bloc party: 0.1271|the shins: 0.1257|metric: 0.1181|the cribs: 0.1123|arctic monkeys: 0.1115|death from above 1979: 0.1105
tom petty and the heartbreakers,bruce springsteen: 0.1325|creedence clearwater revival: 0.1268|the who: 0.1261|the rolling stones: 0.116|johnny cash: 0.1002|simon & garfunkel: 0.0998|fleetwood mac: 0.0971|eric clapton: 0.0966|paul simon: 0.0892|led zeppelin: 0.0839
tom waits,bob dylan: 0.2144|nick cave and the bad seeds: 0.2116|leonard cohen: 0.1913|johnny cash: 0.1816|the beatles: 0.1754|david bowie: 0.1722|radiohead: 0.1699|neil young: 0.1634|pj harvey: 0.1609|pixies: 0.1601
tool,a perfect circle: 0.3678|nine inch nails: 0.2332|deftones: 0.2226|the mars volta: 0.1942|porcupine tree: 0.1816|rage against the machine: 0.1801|system of a down: 0.1785|metallica: 0.1738|alice in chains: 0.1706|opeth: 0.166
tori amos,björk: 0.1677|ani difranco: 0.1586|kate bush: 0.1513|fiona apple: 0.1435|alanis morissette: 0.1365|sarah mclachlan: 0.1336|regina spektor: 0.1223|radiohead: 0.1185|aimee mann: 0.1179|portishead: 0.1174
tortoise,mogwai: 0.1375|autechre: 0.1223|stereolab: 0.107|the books: 0.1058|mono: 0.1008|fugazi: 0.1002|boards of canada: 0.0967|the album leaf: 0.0964|squarepusher: 0.0909|brian eno: 0.0906
tosca,thievery corporation: 0.2807|nightmares on wax: 0.2689|de-phazz: 0.2566|st. germain: 0.2178|groove armada: 0.2023|bonobo: 0.1932|parov stelar: 0.1628|jazzanova: 0.1597|télépopmusik: 0.159|lamb: 0.1554
toto,phil collins: 0.1084|supertramp: 0.0904|journey: 0.0807|genesis: 0.0807|van halen: 0.0779|steely dan: 0.0778|deep purple: 0.0773|dire straits: 0.0765|queen: 0.0756|pink floyd: 0.0747
tracy chapman,sarah mclachlan: 0.1237|alanis morissette: 0.1047|norah jones: 0.0991|tori amos: 0.0956|maria mena: 0.0879|joss stone: 0.0879|sting: 0.0861|dido: 0.0852|ani difranco: 0.0825|katie melua: 0.0807
travis,coldplay: 0.2161|keane: 0.2142|oasis: 0.1873|kaiser chiefs: 0.1834|stereophonics: 0.1801|the killers: 0.1672|snow patrol: 0.1586|radiohead: 0.1475|franz ferdinand: 0.1406|the verve: 0.1394
trentemøller,booka shade: 0.2908|apparat: 0.155|röyksopp: 0.1534|underworld: 0.1243|the knife: 0.1228|air: 0.1138|boards of canada: 0.1097|burial: 0.106|massive attack: 0.1001|bonobo: 0.0975
tricky,massive attack: 0.2367|portishead: 0.1762|thievery corporation: 0.1537|morcheeba: 0.1487|amon tobin: 0.1472|goldfrapp: 0.1405|moloko: 0.1382|lamb: 0.1311|hooverphonic: 0.1292|unkle: 0.1284
tristania,sirenia: 0.3714|theatre of tragedy: 0.2785|epica: 0.2656|after forever: 0.2588|lacuna coil: 0.2541|moonspell: 0.2154|tarja turunen: 0.2138|therion: 0.196|lacrimosa: 0.1959|haggard: 0.1806
